Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
3/4/2024,Morning,393.8,10.6,3.9,0.2,1.1,0,80,507.8,137.8,48.5,2.1,3.6,27.6,0.6,8,8.4,11,
3/4/2024,PreWorkout,501.5,5.2,1.7,1.4,1.3,0,8.3,1600.9,805.8,110.6,7.6,38.3,10.7,15.7,21.1,28.8,90.9,
3/5/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/5/2024,Morning,453.8,10.6,3.9,0.2,1.1,0,80,507.8,137.8,62.5,2.1,16.6,27.6,0.6,8,8.4,11,
3/6/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/6/2024,Dinner,430.1,15,9.4,0,0,0,46.8,1065.9,134.6,50.5,3.7,9.4,22.4,0,0,46.8,11.2,
3/6/2024,Evening,281,2,1.5,0,0,0,5,183,250,30.1,0,26,32.5,0,11,19,4,
3/6/2024,Lunch,610,21,3,3,1,0,0,585,482,67,9,31,41,0,10,20.8,14.4,
3/6/2024,Morning,656,21,3.5,1.5,0,0,80,1450.6,394.9,82.4,4.3,24.6,32.7,0,11.9,13,17.2,
3/6/2024,PreWorkout,535.9,5.2,1.7,1.4,1.3,0,8.3,1600.9,823.7,118.7,7.7,45.4,10.8,15.8,21.5,29,91,
3/7/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/7/2024,Dinner,446.4,20.5,11.2,0,0,0,83.7,1078.8,297.6,39.1,1.9,3.7,27.9,0,0,46.5,10.3,
3/7/2024,Evening,374,2,1.5,0,0,0,5,222,280,44.4,0,39,40,0,14,22,4,
3/7/2024,Lunch,588,21.3,3.5,1.7,0,0,80,1431.6,547.9,64.1,3.3,7.5,32.4,0.8,99.9,12.6,15.5,
3/7/2024,Morning,481,10.7,2.9,0.7,1.6,0,80,736.3,597,65.3,2.8,14.7,28.5,0,96,12.7,10.6,
3/7/2024,PreWorkout,595.9,5.2,1.7,1.4,1.3,0,8.3,1600.9,823.7,132.7,7.7,58.4,10.8,15.8,21.5,29,91,
3/8/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/8/2024,Dinner,541.7,11.5,3,0,0,0,80,1262.8,647.4,72.6,4.1,6.1,30.5,0,9.9,7.9,12.1,
3/8/2024,Evening,432,7,2.5,1,0,0,5,446,260,50.2,0,26,38,0,12,24,10,
3/8/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/8/2024,Morning,481,10.7,2.9,0.7,1.6,0,80,736.3,597,65.3,2.8,14.7,28.5,0,96,12.7,10.6,
3/8/2024,PreWorkout,521.2,5.5,1,1.3,1.3,0,8.3,1931.3,145.2,109.6,5,60.6,10.8,25,25,36.2,51,
3/9/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/9/2024,Dinner,541.7,11.5,3,0,0,0,80,1262.8,647.4,72.6,4.1,6.1,30.5,0,9.9,7.9,12.1,
3/9/2024,Evening,610,25.5,6,1.5,0,0,5,640,442,53,3,15,42.5,0,10,25.8,18.6,
3/9/2024,Lunch,425,7.5,2.5,1.8,1,0,0,430,125,62,0.5,28,27.5,0,10,10.5,4.2,
3/9/2024,Morning,481,10.7,2.9,0.7,1.6,0,80,736.3,597,65.3,2.8,14.7,28.5,0,96,12.7,10.6,
3/9/2024,PreWorkout,557.4,5.5,1,1.3,1.3,0,8.3,1931.3,145.2,119.7,5,47.6,10.8,25,25,36.2,51,
3/10/2024,Breakfast,563.4,14.4,2.1,6.4,5,0,7.1,370.1,520,75.4,12.9,25.6,31.1,1,0,31,17.6,
3/10/2024,Dinner,540,28.5,13.5,0,0,0,82.5,1080,390,40.5,1.5,3,30,0,0,42,6.7,
3/10/2024,Evening,404,2,1.5,0,0,0,5,222,280,51.4,0,45.5,40,0,14,22,4,
3/10/2024,Lunch,472.2,24,9.1,0.1,0.5,0,196.1,846.2,80.5,41.9,3,7.1,23.9,6.6,0,6.9,0.1,
3/10/2024,Morning,470,12,4.5,0,0,0,0,460,210,54,5,25,34,0,10,11.4,5.6,
3/10/2024,PreWorkout,551.2,5.5,1,1.3,1.3,0,8.3,671.3,145.2,116.6,5,67.1,10.8,25,25,36.2,51,
3/11/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/11/2024,Dinner,430.1,15,9.4,0,0,0,46.8,1065.9,134.6,50.5,3.7,9.4,22.4,0,0,46.8,11.2,
3/11/2024,Evening,265,2,1.5,0,0,0,5,235,290,16.5,0,13,42.5,0,15,23,4,
3/11/2024,Lunch,616,21,3.5,1.5,0,0,80,1430.6,394.9,70.4,1.3,15.6,31.7,0,1.9,11,13.2,
3/11/2024,Morning,571,10.7,2.9,0.7,1.6,0,80,736.3,607,85.3,3.3,14.7,30.5,0,96,12.7,10.6,
3/11/2024,PreWorkout,557.4,5.5,1,1.3,1.3,0,8.3,1931.3,145.2,119.7,5,47.6,10.8,25,25,36.2,51,
3/12/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/12/2024,Dinner,475.2,21.8,11.9,0,0,0,89.1,1148.4,316.8,41.6,2,4,29.7,0,0,49.5,11,
3/12/2024,Evening,303,2,1.5,0,0,0,5,209,270,30.3,0,26,37.5,0,13,21,4,
3/12/2024,Lunch,716,21,3.5,1.5,0,0,80,1450.6,394.9,96.4,4.3,37.6,32.7,0,11.9,13,17.2,
3/12/2024,Morning,571,10.7,2.9,0.7,1.6,0,80,736.3,607,85.3,3.3,14.7,30.5,0,96,12.7,10.6,
3/12/2024,PreWorkout,497.4,5.5,1,1.3,1.3,0,8.3,1931.3,145.2,105.7,5,34.6,10.8,25,25,36.2,51,
3/13/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/13/2024,Dinner,491,18,1.5,0,0,0,0,180,500,65,2,2,17,0,0,0,4,
3/13/2024,Evening,360,7.8,3.5,0,0,0,15,635,0,63.5,1.5,9.5,8.5,0,0,6,3,
3/13/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/13/2024,Morning,571,10.7,2.9,0.7,1.6,0,80,736.3,607,85.3,3.3,14.7,30.5,0,96,12.7,10.6,
3/13/2024,PreWorkout,440,9.5,3.3,2.5,1.5,0,0,440,135,61,0.5,28,28,0,10,10.5,4.2,
3/14/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/14/2024,Dinner,654.9,15.8,5.4,0,0,0,25,366.1,194.1,70.7,3.8,4.2,54.4,6.5,7.1,13.2,5,
3/14/2024,Evening,300,4,1.5,0,1,0,5,380,240,67,16,15,13,0,0,28,16,
3/14/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/14/2024,Morning,496.5,11.2,2.9,0.2,2,0,80,946.8,605.5,69.5,2.9,20.6,27.3,21.4,104.6,20.6,12.1,
3/14/2024,PreWorkout,455.4,5,1,1.1,1.1,0,8.3,1862.3,145.2,96.7,4.4,31,9.9,22,22,33.2,45,
3/15/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/15/2024,Dinner,654.9,15.8,5.4,0,0,0,25,366.1,194.1,70.7,3.8,4.2,54.4,6.5,7.1,13.2,5,
3/15/2024,Evening,400,8,1.5,3,1.5,0,5,700,455,69,9,13,17,60,0,38,64,
3/15/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/15/2024,Morning,496.5,11.2,2.9,0.2,2,0,80,946.8,605.5,69.5,2.9,20.6,27.3,21.4,104.6,20.6,12.1,
3/15/2024,PreWorkout,441.8,5.6,1.8,1.5,1.4,0,8.3,1625.3,887.9,96.5,8.4,20.7,11.6,17.4,23.6,30.8,100,
3/16/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/16/2024,Dinner,520,22,2,5,10,0,120,660,786,34,4,0,48,0,0,3.2,11.1,
3/16/2024,Evening,510,8,1.5,3,1.5,0,5,830,555,70,9,13,42,60,10,48,64,
3/16/2024,Lunch,655,16.5,6,1.8,1,0,0,620,235,89,5.5,40,35.5,0,10,11.9,9.8,
3/16/2024,Morning,301.2,6.5,2.3,2.5,1.5,0,0,1485,35,60.1,0.5,15,2,0,0,0.5,5.2,
3/16/2024,PreWorkout,210,7.5,1.5,1.5,0,0,0,375,0,30,0,0,4.5,0,0,6,9,
3/17/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/17/2024,Dinner,430.1,15,9.4,0,0,0,46.8,1065.9,134.6,50.5,3.7,9.4,22.4,0,0,46.8,11.2,
3/17/2024,Evening,610,15,6,5,3,0,5,510,310,84,1,43,34,0,10,19,12.3,
3/17/2024,Lunch,354.7,17.5,10.2,0.8,4.5,0,51.5,737.5,139.9,43.4,2,6.8,12.7,6.6,0,11.3,0.4,
3/17/2024,Morning,643.3,22,11.3,0.4,4.5,0.5,44,1573.7,76.3,100.6,2,28.8,13.1,23.7,0,0.5,1.7,
3/17/2024,PreWorkout,427.4,5.2,1.7,1.4,1.3,0,8.3,415.9,934.4,66.3,7.8,19.8,35.8,15.9,31.8,39.2,90,
3/18/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/18/2024,Dinner,696.7,23,9.3,1.5,0,0,105,1358.7,733.7,91.9,28.3,6.5,42.2,10,5.2,32,26.3,
3/18/2024,Evening,310,3,1.5,0,0.5,0,5,340,290,42,8,14,34,0,10,28,10,
3/18/2024,Lunch,346,13.5,2,0,0,0,80,1055.6,394.9,26.4,1.3,2.6,27.2,0,1.9,5,4.2,
3/18/2024,Morning,570.9,10.8,2.9,0.3,1.9,0,80,929.6,584,86.3,3.4,19.4,29.2,21.4,104.6,12,11.3,
3/18/2024,PreWorkout,497.4,5.5,1,1.3,1.3,0,8.3,1931.3,145.2,105.7,5,34.6,10.8,25,25,36.2,51,
3/19/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/19/2024,Dinner,696.7,23,9.3,1.5,0,0,105,1358.7,733.7,91.9,28.3,6.5,42.2,10,5.2,32,26.9,
3/19/2024,Evening,100,2,1.5,0,0,0,5,40,140,15,0,13,5,0,0,8,4,
3/19/2024,Lunch,346,13.5,2,0,0,0,80,1055.6,394.9,26.4,1.3,2.6,27.2,0,1.9,5,4.2,
3/19/2024,Morning,570.9,10.8,2.9,0.3,1.9,0,80,929.6,584,86.3,3.4,19.4,29.2,21.4,104.6,12,11.3,
3/19/2024,PreWorkout,685,15.5,5.8,2.5,1.5,0,20,1020,135,92,2.5,31,42,4,18,25.5,14.2,
3/20/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/20/2024,Dinner,330.4,11.8,5.9,0,0,0,47.2,932.2,0,37.8,1.2,2.4,17.7,4.7,0,29.5,17.7,
3/20/2024,Evening,735,15.5,5,1.5,0,0,15,1310,390,90.5,2,17,55,0,15,37,25,
3/20/2024,Lunch,346,13.5,2,0,0,0,80,1055.6,394.9,26.4,1.3,2.6,27.2,0,1.9,5,4.2,
3/20/2024,Morning,570.9,10.8,2.9,0.3,1.9,0,80,929.6,584,86.3,3.4,19.4,29.2,21.4,104.6,12,11.3,
3/20/2024,PreWorkout,497.4,5.5,1,1.3,1.3,0,8.3,1931.3,145.2,105.7,5,34.6,10.8,25,25,36.2,51,
3/21/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/21/2024,Dinner,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
3/21/2024,Evening,540,13,3.8,2.5,1.5,0,5,440,305,71,0.5,31,34,0,10,18.5,8.2,
3/21/2024,Lunch,454.4,22.1,8.2,0,0.3,0,190,836.2,0,42.2,3.3,5.8,22.3,14.6,0,48.6,0.1,
3/21/2024,Morning,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/21/2024,PreWorkout,497.4,5.5,1,1.3,1.3,0,8.3,1931.3,145.2,105.7,5,34.6,10.8,25,25,36.2,51,
3/22/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/22/2024,Dinner,427.8,16.2,7.4,0,0,0,51.6,944,309.8,48.7,1.5,13.3,23.6,0,0,32.5,18.8,
3/22/2024,Evening,470,11,1.5,0,0,0,5,370,300,58,0,19,34,0,10,18,4,
3/22/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/22/2024,Morning,598.1,10.8,2.9,0.3,1.9,0,80,989.1,767.7,93.4,5.1,23.9,28.7,1284.4,31.5,13.1,10.8,
3/22/2024,PreWorkout,440,9.5,3.3,2.5,1.5,0,0,440,135,61,0.5,28,28,0,10,10.5,4.2,
3/23/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/23/2024,Dinner,1125,42.5,18.5,0,0,0,61.5,2173,0,159.5,8,75,25,0,0,0,0,
3/23/2024,Lunch,240,3,1,0,0,0,0,270,100,27,0,13,26,0,10,10,0,
3/23/2024,Morning,808.1,18.3,4.4,1.8,1.9,0,80,1364.1,767.7,123.4,5.1,23.9,33.2,1284.4,31.5,19.1,19.8,
3/23/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,1756.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
3/24/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/24/2024,Dinner,625.5,9.7,5,0,0,0,25.8,632.9,573.4,85,9.4,6.6,46,6,1.5,28.3,6.7,
3/24/2024,Evening,210,2,1.5,0,0,0,5,170,240,16,0,13,30,0,10,18,4,
3/24/2024,Lunch,440,9.5,3.3,2.5,1.5,0,0,440,135,61,0.5,28,28,0,10,10.5,4.2,
3/24/2024,Morning,808.1,18.3,4.4,1.8,1.9,0,80,1364.1,767.7,123.4,5.1,23.9,33.2,1284.4,31.5,19.1,19.8,
3/24/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,1756.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
3/25/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/25/2024,Dinner,625.5,9.7,5,0,0,0,25.8,632.9,573.4,85,9.4,6.6,46,6,1.5,28.3,6.7,
3/25/2024,Evening,470,11,1.5,0,0,0,5,370,300,58,0,19,34,0,10,18,4,
3/25/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/25/2024,Morning,508.1,10.8,2.9,0.3,1.9,0,80,989.1,757.7,73.4,4.6,23.9,26.7,1284.4,31.5,13.1,10.8,
3/25/2024,PreWorkout,486.2,3.7,1,0,0,0,8.3,1701.3,565.2,108.6,8,55.6,11.3,20,4,15.2,50,
3/26/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/26/2024,Dinner,625.5,9.7,5,0,0,0,25.8,632.9,573.4,85,9.4,6.6,46,6,1.5,28.3,6.7,
3/26/2024,Evening,420,9.5,3,1.5,0,0,5,545,240,46,0,13,34.5,0,10,24,13,
3/26/2024,Lunch,484.1,9.5,2.7,0.2,0.8,0,80,973.3,723.2,70.7,4.6,22.8,26.5,1284.4,31.5,6.2,10.1,
3/26/2024,Morning,478.4,23.4,8.4,0.1,1.4,0,190,852,34.5,44.9,2.3,6.9,22.5,14.6,0,55.5,0.8,
3/26/2024,PreWorkout,522.4,3.7,1,0,0,0,8.3,1701.3,565.2,118.7,8,42.6,11.3,20,4,15.2,50,
3/27/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/27/2024,Dinner,425.5,14.8,9.3,0,0,0,46.3,1054.5,133.2,50,3.7,9.3,22.2,0,0,46.3,11.1,
3/27/2024,Evening,506.3,6,1.5,2,1,0,5,652.9,483,66.3,6,26,46.3,40,13.3,41.3,44,
3/27/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/27/2024,Morning,508.1,10.8,2.9,0.3,1.9,0,80,989.1,757.7,73.4,4.6,23.9,26.7,1284.4,31.5,13.1,10.8,
3/27/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,1756.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
3/28/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/28/2024,Dinner,521.1,13.4,2.8,3.4,4.1,0,116.3,1217.1,61.9,60.7,1.5,14.6,40.3,21.5,2.2,0.4,4.6,
3/28/2024,Evening,620,14,5.5,0,0,0,25,1440,340,103,4,21,21,0,0,24,28,
3/28/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/28/2024,Morning,508.1,10.8,2.9,0.3,1.9,0,80,989.1,757.7,73.4,4.6,23.9,26.7,1284.4,31.5,13.1,10.8,
3/28/2024,PreWorkout,440,9.5,3.3,2.5,1.5,0,0,440,135,61,0.5,28,28,0,10,10.5,4.2,
3/29/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/29/2024,Dinner,521.1,13.4,2.8,3.4,4.1,0,116.3,1217.1,61.9,60.7,1.5,14.6,40.3,21.5,2.2,0.4,4.6,
3/29/2024,Evening,410,8.5,3.8,2.5,1.5,0,5,340,275,50,0.5,28,32,0,10,18.5,8.2,
3/29/2024,Lunch,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/29/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
3/29/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,1756.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
3/30/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
3/30/2024,Dinner,425.5,14.8,9.3,0,0,0,46.3,1054.5,133.2,50,3.7,9.3,22.2,0,0,46.3,11.1,
3/30/2024,Evening,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
3/30/2024,Lunch,425,7.5,2.5,1.8,1,0,0,430,125,62,0.5,28,27.5,0,10,10.5,4.2,
3/30/2024,Morning,556,21,3.5,1.5,0,0,80,1430.6,394.9,56.4,1.3,2.6,31.7,0,1.9,11,13.2,
3/30/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,1756.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
3/31/2024,Breakfast,605.8,20.2,4.5,0.7,1.3,0,138.3,1145,347.5,96.1,2,13,11.8,6.7,0,72.7,34,
3/31/2024,Dinner,511,7.8,0,1.5,0.5,0,1.3,713.8,461.7,63.3,10.4,14.5,44.9,4,0.1,14.8,13.3,
3/31/2024,Lunch,346,13.5,2,0,0,0,80,1055.6,394.9,26.4,1.3,2.6,27.2,0,1.9,5,4.2,
3/31/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
3/31/2024,PreWorkout,541.2,3.7,1,0,0,0,8.3,1886.3,665.2,97.6,8,42.6,36.3,20,14,25.2,51,
4/1/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
4/1/2024,Dinner,601,7.3,0,1,0,0,1.3,873.8,371.7,83.3,8.4,16.5,46.9,4,0.1,10.3,8.9,
4/1/2024,Evening,455,20.5,4,0,0,0,5,370,385,44.5,6,18,27.5,0,5,18.1,14.6,
4/1/2024,Lunch,456,14,2,0,0,0,80,1245.6,394.9,49.4,2.3,2.6,30.2,0,1.9,5,10.3,
4/1/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
4/1/2024,PreWorkout,418.6,5.2,1.7,1.4,1.3,0,8.3,1600.9,834.4,91.4,7.8,19.8,10.8,15.9,21.8,29.2,91,
4/2/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
4/2/2024,Dinner,601,7.3,0,1,0,0,1.3,873.8,371.7,83.3,8.4,16.5,46.9,4,0.1,10.3,8.9,
4/2/2024,Evening,210,2,1.5,0,0,0,5,170,240,16,0,13,30,0,10,18,4,
4/2/2024,Lunch,456,14,2,0,0,0,80,1245.6,394.9,49.4,2.3,2.6,30.2,0,1.9,5,10.3,
4/2/2024,Morning,478.4,23.4,8.4,0.1,1.4,0,190,852,34.5,44.9,2.3,6.9,22.5,14.6,0,55.5,0.8,
4/2/2024,PreWorkout,468.2,5.2,1.7,1.4,1.3,0,8.3,2805.9,813,102.1,7.6,32.1,10.8,15.7,21.2,28.9,90,
4/3/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
4/3/2024,Dinner,610.8,30.6,7,5,2,0,30,1188,862.2,59.3,8.2,7.6,21.5,0,13.7,9.6,16.7,
4/3/2024,Evening,385,5.5,1.5,0,0,0,5,435,380,38.5,3,17,44.5,0,15,26,9,
4/3/2024,Lunch,456,14,2,0,0,0,80,1245.6,394.9,49.4,2.3,2.6,30.2,0,1.9,5,10.3,
4/3/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
4/3/2024,PreWorkout,486.2,3.7,1,0,0,0,8.3,441.3,565.2,108.6,8,55.6,11.3,20,4,15.2,50,
4/4/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
4/4/2024,Dinner,414.4,7.4,1.3,0,0,0,90,818.6,418.3,53.6,5,7.4,30.4,0.2,4.2,5.6,16.1,
4/4/2024,Evening,510,20.5,4,0,0,0,5,435,435,45,6,18,40,0,10,23.1,14.6,
4/4/2024,Lunch,456,14,2,0,0,0,80,1245.6,394.9,49.4,2.3,2.6,30.2,0,1.9,5,10.3,
4/4/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
4/4/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,3016.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
4/5/2024,Breakfast,492.7,11.7,1.7,5,4.2,0,7.1,357.9,470,65.3,11.5,22.9,29.5,1,0,30.2,14.6,
4/5/2024,Dinner,414.4,7.4,1.3,0,0,0,90,818.6,418.3,53.6,5,7.4,30.4,0.2,4.2,5.6,16.1,
4/5/2024,Evening,510,20.5,4,0,0,0,5,435,435,45,6,18,40,0,10,23.1,14.6,
4/5/2024,Lunch,456,14,2,0,0,0,80,1245.6,394.9,49.4,2.3,2.6,30.2,0,1.9,5,10.3,
4/5/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
4/5/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,3016.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
4/6/2024,Breakfast,544.7,13.7,2,6,4.8,0,7.1,366.9,506.8,72.7,12.5,24.9,30.7,1,0,30.8,16.8,
4/6/2024,Dinner,610.8,30.6,7,5,2,0,30,1188,862.2,59.3,8.2,7.6,21.5,0,13.7,9.6,16.7,
4/6/2024,Evening,270,2,1.5,0,0,0,5,170,240,30,0,26,30,0,10,18,4,
4/6/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
4/6/2024,PreWorkout,666.2,6.7,2,0,0,0,8.3,711.3,665.2,121.6,8,55.6,37.3,20,14,25.2,50,
4/7/2024,Breakfast,544.7,13.7,2,6,4.8,0,7.1,366.9,506.8,72.7,12.5,24.9,30.7,1,0,30.8,16.8,
4/7/2024,Dinner,716,18.8,1.5,0,0,0,0,690,500,111.5,3.5,3.5,24.5,0,0,6,7,
4/7/2024,Evening,245,7,3.5,0,0,0,15,255,100,18,0,8,26,0,10,10,0,
4/7/2024,Lunch,558.2,9.6,2.8,0.2,0.9,0,80,924.8,654.7,85.9,4.2,18.9,30,21.4,154.1,6.6,11.9,
4/7/2024,Morning,224,7.8,2.5,2.6,2.6,0,0,185.8,69.5,36.7,0.5,16.1,2.2,0,0,7.4,4.9,
4/7/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,1756.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
4/8/2024,Breakfast,544.7,13.7,2,6,4.8,0,7.1,366.9,506.8,72.7,12.5,24.9,30.7,1,0,30.8,16.8,
4/8/2024,Dinner,402.5,14,8.8,0,0,0,43.8,997.5,126,47.3,3.5,8.8,21,0,0,43.8,10.5,
4/8/2024,Evening,498,16.8,3.4,0,0,0,5,457.8,438.8,43.6,5.3,17.8,45.5,0,13,25.6,13.2,
4/8/2024,Lunch,456,14,2,0,0,0,80,1245.6,394.9,49.4,2.3,2.6,30.2,0,1.9,5,10.3,
4/8/2024,Morning,582.2,10.9,3,0.3,2,0,80,940.6,689.2,88.6,4.2,20,30.2,21.4,154.1,13.5,12.6,
4/8/2024,PreWorkout,527.4,3.7,1,0,0,0,8.3,1756.3,565.2,120.7,8,42.6,11.3,20,4,15.2,51,
4/9/2024,Breakfast,544.7,13.7,2,6,4.8,0,7.1,366.9,506.8,72.7,12.5,24.9,30.7,1,0,30.8,16.8,
4/9/2024,Dinner,491,18,1.5,0,0,0,0,180,500,65,2,2,17,0,0,0,4,
4/9/2024,Lunch,456,14,2,0,0,0,80,1245.6,394.9,49.4,2.3,2.6,30.2,0,1.9,5,10.3,
